Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2017,10,London,Y56,London,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,South East,Y59,South East,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,South West,Y58,South West,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,83926,69078,286399,4,2,.,25,80,.,.,.,58706,4653,3134,33576,12725,258,2343811,504,890,4047872,1292,3002,57810282,1722,3692,64200014,5045,12235,1192543,4622,15735,4422,1312,1421,14,670,1019,12,38060,775,15449,54284,8627,7138,6043,5081,44067,38409,17260,13731,337,271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,3801,173,294,982,25482,26,59,.,.,.,.,.,0,552,589,3,1927,3851701,6978,13316,5249083,8912,14960,48214,16071,19713,28832449,14962,25794
2017,10,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y59,R1F,ISLE OF WIGHT NHS TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,133858,102708,3446219,34,1,.,145,248,.,.,.,95348,7820,5733,52620,20898,3488,4445784,569,936,5112466,892,1594,82057913,1559,3469,65084558,3114,7328,17011507,4877,9011,2641,171,1084,5478,292,1094,0,62986,7030,22691,92707,15527,13455,11275,9953,71974,61939,30553,24006,4683,3798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1671,81771,49,119,.,.,.,.,.,285,3354,1522,131,1096,18264038,5445,11766,8268231,5432,11489,969008,7397,14852,7959502,7262,16032
2017,10,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,107366,78051,209924,3,1,.,11,41,.,.,.,86797,6666,4302,35669,35849,2309,2671093,401,679,2101083,488,842,24893004,698,1269,61391501,1713,3855,6788003,2940,7637,3022,0,17,0,234,2771,2014,49480,3139,31156,83775,11909,8883,7599,5760,45642,38090,58469,37888,5289,2435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5156,243067,47,60,.,.,.,.,.,272,0,1580,0,1430,.,.,.,7518171,4758,11179,.,.,.,9395976,6571,14831
2017,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,91503,66262,340293,5,3,.,19,77,.,.,.,66358,8629,6617,32293,14113,1373,3723032,431,797,3884624,587,1152,38055287,1178,2481,34152749,2420,5502,5545931,4039,10385,4191,1491,116,3467,2567,17,2002,40725,6289,15153,62167,18906,15079,14288,11636,52313,40043,27509,17142,2743,1616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3891,115313,30,51,.,.,.,.,.,84,2634,863,102,2076,16291783,6185,14537,5106990,5918,13497,616303,6042,11642,19397008,9343,21032
2017,11,Eng,Eng,England,797425,597353,7919804,13,1,.,68,132,.,.,.,571269,50380,35581,288995,144395,17285,24045596,477,828,28136184,791,1509,394440719,1365,2864,469439534,3251,7618,83463337,4829,10939,32530,3555,8256,22165,4398,16321,9130,342932,37018,158789,538739,105382,83670,69492,57711,411587,333412,234321,160802,30451,18761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1126,317616,282,480,25680,1257744,49,83,.,.,.,.,.,4032,10772,7935,381,10012,65215893,6054,13283,56752943,7152,15222,3718854,9761,18705,107768648,10764,22075
2017,11,North East and Yorkshire,Y63,North East and Yorkshire,135482,94543,281933,3,1,.,7,44,.,.,.,99021,11573,8701,49987,21836,1617,5030055,435,769,5305074,610,1125,60677822,1214,2514,86142439,3945,9122,7272059,4497,11215,6571,1539,1160,7042,2666,1206,2042,60107,9904,22439,92450,23907,19305,17922,14700,77624,60773,40097,24840,3009,1822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,34934,380,630,4693,131778,28,49,.,.,.,.,.,1365,2656,664,65,2627,17829806,6713,15953,5336924,8038,19579,423108,6509,13966,24660843,9387,21564
2017,11,North West,Y62,North West,131821,100337,3452893,34,1,.,159,252,.,.,.,93607,7758,5728,52872,19759,2759,4526903,584,974,5181660,905,1661,96963089,1834,4219,61990530,3137,7319,13952305,5057,9360,2687,198,1242,5357,247,1000,0,62188,6909,21823,90920,15571,13350,11386,9972,72351,61567,29192,23131,3665,3047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1890,101706,54,129,.,.,.,.,.,301,3408,1479,139,1024,18845561,5530,11578,8726110,5900,12524,1156531,8320,17276,7638866,7460,16851
2017,11,Midlands,Y60,Midlands,184003,144980,505756,3,1,.,20,61,.,.,.,143918,12622,8471,69169,46600,2458,5775298,458,806,7386590,872,1911,92446163,1337,2743,123589374,2652,6138,7441739,3028,7778,7620,1396,1667,9,800,3757,1987,86032,3891,46375,136298,22791,17732,15459,12193,90642,76417,73433,49830,5433,2611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,408,85739,210,358,7854,454212,58,62,.,.,.,.,.,240,347,1750,4,3108,2539674,7319,14881,11091008,6338,13731,23920,5980,9829,38583419,12414,22680
2017,11,East of England,Y61,East of England,103869,67417,587093,9,1,.,52,108,.,.,.,69988,6109,4081,36475,13178,5394,3180385,521,947,3553286,871,1576,53511145,1467,2949,57544714,4367,10800,31104137,5766,13976,5400,67,3039,273,54,2240,5055,40329,3327,20932,64588,13894,10098,4279,4274,56705,41851,24878,14251,10723,5739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,429,132711,309,528,5439,213079,39,72,.,.,.,.,.,47,1183,923,94,1185,10994571,9294,21472,10882871,11791,26136,1437232,15290,29163,19198729,16201,35085
2017,11,London,Y56,London,159225,131432,2625149,20,0,.,116,213,.,.,.,99509,7658,5591,52321,22062,2586,3248966,424,688,4352607,779,1323,57927986,1107,2192,75274310,3412,8100,11186014,4326,8934,6570,223,710,8377,262,5375,0,58723,9234,24982,92939,20072,15893,14502,11767,73921,59113,36200,24735,3601,2756,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3202,248114,77,173,.,.,.,.,.,2078,1093,1416,72,1446,7524828,6885,15065,10909836,7705,15768,637609,8856,13005,12629690,8734,16476
2017,11,South East,Y59,South East,56338,39583,319784,8,3,.,40,97,.,.,.,46012,3350,2185,18763,15625,2006,1462526,437,781,1635969,749,1409,16519599,880,1709,45065438,2884,6607,9695388,4833,10446,2777,10,71,305,253,2443,0,25327,2976,14932,43235,6551,5207,4315,3475,27683,23067,22853,18090,3149,2276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197,64232,326,560,2602,108855,42,85,.,.,.,.,.,1,1767,1374,0,367,5552654,3142,5450,7208164,5246,9568,.,.,.,2679635,7301,15579
2017,11,South West,Y58,South West,26687,19061,147196,8,2,.,38,84,.,.,.,19214,1310,824,9408,5335,465,821463,627,1097,720998,875,1567,16394915,1743,3712,19832729,3717,8608,2811695,6047,14119,905,122,367,802,116,300,46,10226,777,7306,18309,2596,2085,1629,1330,12661,10624,7668,5925,871,510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,318,329,7,255,1928799,6065,14453,2598030,7897,17144,40454,5779,14358,2377466,9323,21563
2017,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,78293,68417,294782,4,2,.,28,86,.,.,.,58160,5476,3679,33835,11678,194,2875457,525,941,5057100,1375,3292,67148407,1985,4255,61059734,5229,12427,925760,4772,13751,4593,1396,1643,9,602,952,10,37356,726,15485,53567,9935,8167,6960,5792,45383,38849,16079,12793,257,214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,408,85739,210,358,2445,82117,34,63,.,.,.,.,.,0,347,302,4,1731,2539674,7319,14881,2934737,9718,17823,23920,5980,9829,28787405,16631,27551
2017,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,103869,67417,587093,8,1,.,52,108,.,.,.,69988,6109,4081,36475,13178,5394,3180385,521,947,3553286,871,1576,53511145,1468,2949,57544714,4371,10800,31104137,5768,13976,5400,67,3039,273,54,2240,5055,40329,3327,20932,64588,13894,10098,4279,4274,56705,41851,24878,14251,10723,5739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,429,132711,309,528,5439,213079,39,72,.,.,.,.,.,47,1183,923,94,1185,10994571,9294,21472,10882871,11791,26136,1437232,15290,29163,19198729,16201,35085
2017,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,159225,131432,2625149,20,0,.,116,213,.,.,.,99509,7658,5591,52321,22062,2586,3248966,424,688,4352607,779,1323,57927986,1107,2192,75274310,3412,8100,11186014,4326,8934,6570,223,710,8377,262,5375,0,58723,9234,24982,92939,20072,15893,14502,11767,73921,59113,36200,24735,3601,2756,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3202,248114,77,173,.,.,.,.,.,2078,1093,1416,72,1446,7524828,6885,15065,10909836,7705,15768,637609,8856,13005,12629690,8734,16476
2017,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,45746,30611,76828,3,1,.,9,26,.,.,.,33919,3149,2177,17125,8526,458,1261432,401,684,1200450,551,990,20474910,1196,2421,50874086,5967,13957,2746776,5997,15450,2369,111,1060,3657,83,1115,0,19717,3533,8300,31550,5631,4714,3844,3281,24740,20284,14770,8947,730,481,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,34934,380,630,814,24587,30,59,.,.,.,.,.,1312,652,229,0,39,6310767,9679,24082,2837738,12392,32252,.,.,.,700911,17972,41947
2017,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,131821,100337,3452893,34,1,.,159,252,.,.,.,93607,7758,5728,52872,19759,2759,4526903,584,974,5181660,905,1661,96963089,1834,4219,61990530,3137,7319,13952305,5057,9360,2687,198,1242,5357,247,1000,0,62188,6909,21823,90920,15571,13350,11386,9972,72351,61567,29192,23131,3665,3047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1890,101706,54,129,.,.,.,.,.,301,3408,1479,139,1024,18845561,5530,11578,8726110,5900,12524,1156531,8320,17276,7638866,7460,16851
2017,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,56338,39583,319784,8,3,.,40,97,.,.,.,46012,3350,2185,18763,15625,2006,1462526,437,781,1635969,749,1409,16519599,880,1709,45065438,2884,6607,9695388,4833,10446,2777,10,71,305,253,2443,0,25327,2976,14932,43235,6551,5207,4315,3475,27683,23067,22853,18090,3149,2276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197,64232,326,560,2602,108855,42,85,.,.,.,.,.,1,1767,1374,0,367,5552654,3142,5450,7208164,5246,9568,.,.,.,2679635,7301,15579
2017,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,26687,19061,147196,8,2,.,38,84,.,.,.,19214,1310,824,9408,5335,465,821463,627,1097,720998,875,1567,16394915,1743,3712,19832729,3717,8608,2811695,6047,14119,905,122,367,802,116,300,46,10226,777,7306,18309,2596,2085,1629,1330,12661,10624,7668,5925,871,510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,318,329,7,255,1928799,6065,14453,2598030,7897,17144,40454,5779,14358,2377466,9323,21563
2017,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,105710,76563,210974,3,1,.,12,39,.,.,.,85758,7146,4792,35334,34922,2264,2899841,406,702,2329490,486,851,25297756,716,1296,62529640,1791,4035,6515979,2878,7266,3027,0,24,0,198,2805,1977,48676,3165,30890,82731,12856,9565,8499,6401,45259,37568,57354,37037,5176,2397,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5409,372095,69,61,.,.,.,.,.,240,0,1448,0,1377,.,.,.,8156271,5633,12877,.,.,.,9796014,7114,16557
2017,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,89736,63932,205105,3,1,.,6,53,.,.,.,65102,8424,6524,32862,13310,1159,3768623,447,801,4104624,629,1170,40202912,1223,2563,35268353,2650,6025,4525283,3904,9542,4202,1428,100,3385,2583,91,2042,40390,6371,14139,60900,18276,14591,14078,11419,52884,40489,25327,15893,2279,1341,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3879,107191,28,47,.,.,.,.,.,53,2004,435,65,2588,11519039,5748,13308,2499186,5745,12907,423108,6509,13966,23959932,9258,21257
2017,12,Eng,Eng,England,1075639,822396,18583950,23,6,.,97,165,.,.,.,746767,63476,43136,394375,179315,19616,33766080,532,924,37335863,866,1644,700432478,1776,3779,850077955,4741,11208,125586980,6402,14929,50406,4769,16714,25700,4259,24664,9760,429337,42051,224973,696361,134720,105374,85501,72038,564277,452251,296333,199062,34550,21348,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2021,579615,287,492,31971,1772378,55,109,.,.,.,.,.,3942,7774,8878,291,11838,52971271,6814,15006,77056076,8679,18277,2999810,10309,20164,142738680,12058,25471
2017,12,North East and Yorkshire,Y63,North East and Yorkshire,150652,104958,451580,4,1,.,26,84,.,.,.,108695,12764,8978,59652,19741,1498,6048796,474,827,6145318,684,1242,98938940,1659,3525,114387689,5794,13458,9457637,6314,15625,8868,1264,2338,8025,1742,3524,2141,64000,9872,25955,99827,27632,21427,19357,15189,91191,71417,36876,22624,2913,1698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,50365,427,705,6239,198359,32,58,.,.,.,.,.,1374,1014,427,63,3180,7846285,7738,20618,3853705,9025,23041,456853,7252,12771,35037878,11018,25571
2017,12,North West,Y62,North West,155088,120604,7063447,59,14,.,204,266,.,.,.,100261,10295,7729,57992,19386,3631,6965261,677,1115,8059617,1043,1916,155920400,2689,6235,87908044,4535,10488,23056770,6350,12815,3510,299,2174,5252,193,844,0,64928,6854,24969,96751,20168,17008,14905,12796,82051,67903,28501,22544,4743,3934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3974,403300,101,206,.,.,.,.,.,241,1877,1196,85,959,10354759,5517,11267,7633688,6383,13735,661957,7788,17307,8116742,8464,19417
2017,12,Midlands,Y60,Midlands,207860,165483,554105,3,1,.,16,55,.,.,.,157925,12611,8149,80751,46994,2542,6354255,504,887,7777347,954,2126,125572800,1555,3252,151504528,3224,7588,10123438,3982,10457,9573,1902,2430,5,891,4350,2142,92560,3877,51915,148352,22965,17753,14994,11767,106562,89567,76806,50584,5513,2706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,769,181250,236,416,6686,298783,45,60,.,.,.,.,.,251,312,1590,2,3299,2745335,8799,19953,10853578,6826,14918,12905,6453,8893,42444028,12866,25062
2017,12,East of England,Y61,East of England,119496,78346,1104087,14,1,.,83,150,.,.,.,77405,7084,4726,42475,12090,5054,3906391,551,1001,4429795,937,1712,81702906,1924,3906,77602199,6419,16834,38657989,7649,18842,7681,142,5134,447,68,2337,4797,42767,3491,23466,69724,16314,11889,4997,4995,66994,48681,23495,13221,10287,5554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,569,165742,291,499,6705,298197,44,88,.,.,.,.,.,56,909,843,68,1145,10145837,11162,26149,11177110,13259,28269,1013632,14906,31240,21833716,19069,42381
2017,12,London,Y56,London,180303,148708,2955621,20,0,.,118,207,.,.,.,107344,8551,6050,56491,21108,2748,3800787,444,724,4942918,817,1425,81948038,1451,3071,94600478,4482,10736,13564482,4936,10309,9703,463,1873,8788,296,7071,0,59499,10089,28053,97641,22666,17741,15920,12736,83422,64212,34925,23751,3801,2936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3657,290191,79,179,.,.,.,.,.,2019,963,1643,58,1397,7640342,7934,17003,14101651,8583,17798,674713,11633,20077,13427429,9612,17753
2017,12,South East,Y59,South East,148174,122214,5574280,46,23,.,173,277,.,.,.,115510,6537,4132,54899,39906,2539,3196669,489,894,2963367,717,1322,62167432,1132,2200,214893812,5385,12335,18636445,7340,17462,6493,125,632,429,521,5215,574,64996,4737,39284,109017,14149,10844,8845,9292,77791,63220,66233,43994,4208,2784,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565,182258,323,544,4710,283548,60,138,.,.,.,.,.,1,1940,2483,0,707,8523228,4393,8143,23076336,9294,18663,.,.,.,9433994,13344,26873
2017,12,South West,Y58,South West,114066,82083,880830,11,3,.,54,112,.,.,.,79627,5634,3372,42115,20090,1604,3493921,620,1118,3017501,895,1617,94181962,2236,4647,109181205,5435,13029,12090219,7538,17731,4578,574,2133,2754,548,1323,106,40587,3131,31331,75049,10826,8712,6483,5263,56266,47251,29497,22344,3085,1736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,759,696,15,1151,5715485,7530,16381,6360008,9138,18489,179750,11983,19028,12444893,10812,23100
2017,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,89032,78499,299412,4,2,.,19,71,.,.,.,64665,6581,4382,39078,10720,176,3802022,578,1031,5852745,1336,3190,92566691,2369,5168,64832094,6048,14397,968185,5501,16942,5766,1744,2221,5,711,1090,7,40233,679,17987,58899,11697,9337,8035,6492,53735,45310,15278,12164,234,186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,522,109409,210,367,2445,82117,34,63,.,.,.,.,.,0,310,185,2,1847,2738024,8832,20043,1767325,9553,16626,12905,6453,8893,29758987,16112,29052
